ID,Groupe,Type_de_paire,Normaux_ou_TC,rôle,Sexe,O_ethinique,SSE,code,code_paire,impuls_1,impuls_2,impuls_3,impuls_4,impuls_5,impuls_6,impuls_7,impuls_8,impuls_9,impuls_10,impuls_11,impuls_12,impuls_13,impuls_14,impuls_15,impuls_16,impuls_17,impuls_18,impuls_19,impuls_20,impuls_21,impuls_22,impuls_23,impuls_24,impuls_25,impuls_26,impuls_27,impuls_28,impuls_29,impuls_30,sensibil_1a,sensibli_1b,sensibil_1c,sensibil_2a,sensibli_2b,sensibil_2c,sensibil_3a,sensibli_3b,sensibil_3c,sensibil_4a,sensibli_4b,sensibil_4c,sensibil_5a,sensibli_5b,sensibil_5c,sensibil_6a,sensibli_6b,sensibil_6c,habil_soc_1,habil_soc_2,habil_soc_3,habil_soc_4,habil_soc_5,habil_soc_6,habil_soc_7,habil_soc_8,habil_soc_9,habil_soc_10,habil_soc_11,habil_soc_12,habil_soc_13,habil_soc_14,habil_soc_15,habil_soc_16,habil_soc_17,habil_soc_18,habil_soc_19,habil_soc_20,habil_soc_21,habil_soc_22,habil_soc_23,habil_soc_24,habil_soc_25,habil_soc_26,habil_soc_27,habil_soc_28,habil_soc_29,habil_soc_30,habil_soc_31,habil_soc_32,habil_soc_33,habil_soc_34,habil_soc_35,habil_soc_36,habil_soc_37,habil_soc_38,habil_soc_39,habil_soc_40,habil_soc_41,habil_soc_42,habil_soc_43,habil_soc_44,habil_soc_45,habil_soc_46,prob_cpt_1,prob_cpt_2,prob_cpt_3,prob_cpt_4,prob_cpt_5,prob_cpt_6,prob_cpt_7,prob_cpt_8,prob_cpt_9,prob_cpt_10,prob_cpt_11,prob_cpt_12,prob_cpt_13,prob_cpt_14,prob_cpt_15,prob_cpt_16,altruisme_1,altruisme_2,altruisme_3,altruisme_4,altruisme_5,altruisme_6,gratif_1,gratif_2,gratif_3,gratif_4,gratif_5,gratif_6,gratif_7,gratif_8,gratif_9,gratif_10,gratif_11,gratif_12,gratif_13,gratif_14,gratif_15,gratif_16,gratif_17,gratif_18,gratif_19,gratif_20,gratif_21,gratif_22,gratif_23,gratif_24,gratif_25,gratif_26,gratif_27,cupidite_1,cupidite_2,cupidite_3,cupidite_4,cupidite_5,cupidite_6,cupidite_7,cupidite_8,cupidite_9,cupidite_10,cupidite_11,trav_equ_1,trav_equ_2,trav_equ_3,trav_equ_4,trav_equ_5,trav_equ_6,collab_1,collab_2,collab_3,collab_4,collab_5,collab_6,collab_7,collab_8,collab_9,collab_10,collab_11,collab_12,collab_13,collab_14,collab_15,collab_16,collab_17,collab_18,collab_19,collab_20,collab_21,collab_22,empath_1,empath_2,empath_3,empath_4,empath_5,empath_6,empath_7,empath_8,empath_9,empath_10,empath_11,empath_12,empath_13,empath_14,motiv_1,motiv_2,motiv_3,inv_1,avoir_1,afi_1,profit_1,remise_1,afb_1,inv_2,avoir_2,afi_2,profit_2,remise_2,afb_2,inv_3,avoir_3,afi_3,profit_3,remise_3,afb_3,inv_4,avoir_4,afi_4,profit_4,remise_4,afb_4,inv_5,avoir_5,afi_5,profit_5,remise_5,afb_5,inv_6,avoir_6,afi_6,profit_6,remise_6,afb_6,inv_7,avoir_7,afi_7,profit_7,remise_7,afb_7,inv_8,avoir_8,afi_8,profit_8,remise_8,afb_8,inv_9,avoir_9,afi_9,profit_9,remise_9,afb_9,inv_10,avoir_10,afi_10,profit_10,remise_10,afb_10,avoir_investisseur_Total_sans_coup_10,avoir_banquier_Total_sans_coup_10,pourcentage_investissement_jeu_1,pourcentage_remise_jeu_1,pourcentage_investissement_jeu_2,pourcentage_remise_jeu_2,pourcentage_investissement_jeu_3,pourcentage_remise_jeu_3,pourcentage_investissement_jeu_4,pourcentage_remise_jeu_4,pourcentage_investissement_jeu_5,pourcentage_remise_jeu_5,pourcentage_investissement_jeu_6,pourcentage_remise_jeu_6,pourcentage_investissement_jeu_7,pourcentage_remise_jeu_7,pourcentage_investissement_jeu_8,pourcentage_remise_jeu_8,pourcentage_investissement_jeu_9,pourcentage_remise_jeu_9,Investissement_moyen_sans_coup_10,Remise_moyenne_sans_coup_10,Gain_dyade_sans_coup_10,Gain_banquier_sans_coup_10,Somme_motivation,impuls_1_inv,impuls_7_inv,impuls_8_inv,impuls_9_inv,impuls_10_inv,impuls_12_inv,impuls_13_inv,impuls_15_inv,impuls_20_inv,impuls_29_inv,impuls_30_inv,sensibil_6c_inv,sensibli_1d,sensibil_1e,sensibil_2d,sensibil_2e,sensibil_3d,sensibil_3e,sensibil_4d,sensibil_4e,sensibil_5d,sensibil_5e,sensibil_6d,sensibil_6e,altruis_1_inv,altruis_2_inv,altruis_3_inv,altruis_4_inv,altruis_5_inv,gratif_2_inv,gratif_5_inv,gratif_7_inv,gratif_9_inv,gratif_11_inv,gratif_14_inv,gratif_16_inv,gratif_17_inv,gratif_18_inv,gratif_19_inv,gratif_25_inv,gratif_26_inv,gratif_27_inv,cupidite_8_inv,trav_equ_6_inv,collab_5_inv,collab_15_inv,collab_16_inv,collab_18_inv,collab_19_inv,collab_21_inv,empath_2_inv,empath_3_inv,empath_7_inv,empath_8_inv,empath_9_inv,Impulsivite_attentionnelle,Impulsivite_motrice,Impulsivite_manque_de_planif,impuls_moy,sensibilite_anxiete_moy,sensibilite_frustration_moy,HS_Communication,HS_Cooperation,HS_Affirmation,HS_Responsabilite,HS_Empathie,HS_Engagement,HS_Autocontrole,habil_soc_moy,Prob_cpt_externalises,Prob_cpt_Hyper_inat,Prob_cpt_moy,Gratif_Nourriture,Gratif_Social,Gratif_Argent,Gratif_Scolaire,gratif_moy,cupidite_moy_8items,altruisme_moy,Trav_equ_individ,Trav_equ_equipe,cupidite_moy,IS_Coop,IS_compet,IS_Individ,Empath_perspective,Empath_preoccup,Invest_moyen_1_10,Invest_moyen_1_9,Invest_moyen_2_9,Remise_moyen_1_10,Remise_moyen_1_9,Remise_moyen_2_9,Gain_total_paire,Invest_1_2_3,Invest_4_5_6,Invest_7_8_9,Remise_1_2_3,Remise_4_5_6,Remise_7_8_9,jj_mm_aa,CP,FAC1_1_Varimax,FAC2_1_Varimax,FAC3_1_Varimax,FAC4_1_Varimax,FAC5_1_Varimax,FAC6_1_Varimax,FAC1_1_Oblimin,FAC2_1_Oblimin,FAC3_1_Oblimin,FAC4_1_Oblimin,FAC5_1_Oblimin,FAC6_1_Oblimin
230,10,0,1,2,2,1,2,11,9,3,2,2,2,3,3,4,4,4,1,2,3,4,2,1,1,2,2,3,1,1,2,1,3,4,4,2,1,2,3,3,2,1,5,2,3,4,1,3,2,1,2,1,1,3,1,1,3,4,3,4,4,2,3,4,4,1,2,2,3,4,4,2,4,4,3,4,3,1,2,4,4,4,3,4,2,3,3,4,3,3,3,4,3,2,2,3,4,1,3,2,3,3,3,3,2,4,2,2,1,1,2,2,1,3,2,4,3,1,2,2,1,1,2,1,2,3,2,1,4,1,3,2,5,4,2,2,4,3,1,4,1,3,1,1,4,5,3,3,3,1,3,2,4,2,1,2,4,1,2,4,5,1,2,3,3,4,5,3,2,4,1,1,2,1,1,3,1,3,4,1,1,1,1,2,5,1,3,3,3,1,5,3,2,3,3,2,3,2,3,2,3,5,3,3,1,3,6,2,15,5,15,15,10,5,9,11,25,27,14,13,11,9,24,33,15,18,10,10,25,30,15,15,12,8,24,36,16,20,13,7,27,39,20,19,12,8,26,36,18,18,14,6,26,42,20,22,13,7,20,39,13,26,8,12,24,24,12,12,212,156,75,66.67,45,51.85,55,45.45,50,50,60,44.44,65,51.28,60,50,70,47.62,65,33.33,12.11,15.67,368,156,,2,1,1,1,4,2,1,4,4,3,2,4,3,2,15,6,12,3,4,2,3,3,4,4,4,5,5,4,5,4,5,4,2,4,5,5,3,5,5,5,3,4,2,4,5,4,1,3,3,5,4,3,4,3,4,2.63,2,2.18,2.27,6.83,3.33,3.17,2.71,3,3.43,3.67,2.86,2.5,3.05,2.08,2.14,2.19,3.71,3.83,3.29,4.14,3.74,2.63,4.17,4.5,3.25,2.36,4.14,1,2.43,3.14,3.14,11.7,12.11,11.75,15.3,15.67,16.38,404,11.67,11.67,13,13,17,17,0,0,0.03808,0.33039,0.27168,-0.83734,-0.95579,-0.40496,0.04778,0.2631,-0.86016,-0.89382,0.26315,-0.26352
231,10,0,1,2,1,1,2,16,14,3,2,2,1,2,3,3,4,2,1,2,3,4,1,1,2,2,3,2,3,2,1,2,3,1,4,4,2,2,1,3,5,1,6,2,6,4,2,1,5,3,1,5,6,1,4,4,6,2,3,3,4,2,2,1,3,4,2,1,3,2,3,3,4,2,3,4,4,1,4,2,3,3,3,2,2,4,2,2,3,1,3,2,3,4,3,3,4,2,3,3,2,2,2,1,2,1,2,1,1,2,2,2,1,3,1,1,2,1,1,2,1,1,1,1,3,4,2,1,4,3,3,1,5,4,4,4,3,3,1,3,1,4,1,3,2,3,5,3,2,2,2,3,3,2,2,5,2,1,4,2,1,5,1,4,3,4,4,2,4,2,1,3,3,2,1,3,2,4,3,2,1,1,1,4,5,1,3,3,2,2,4,3,2,3,4,1,4,2,2,2,3,3,4,2,2,6,4,5,10,10,23,30,13,17,20,0,30,60,30,30,0,0,35,60,35,25,20,0,30,60,30,30,20,0,35,60,35,25,20,0,30,60,30,30,20,0,30,60,30,30,20,0,30,60,30,30,20,0,30,60,30,30,0,20,20,0,0,0,273,247,50,43.33,100,50,0,58.33,100,50,100,58.33,100,50,100,50,100,50,100,50,16.67,29.22,520,247,,2,2,1,3,4,2,1,4,2,3,4,1,3,5,36,12,4,2,5,3,5,6,4,4,4,5,5,5,5,4,3,5,2,2,5,5,2,5,3,4,4,3,4,2,4,2,1,3,3,4,4,3,4,4,4,2.63,1.91,2.45,2.33,9.5,5.33,3,3.43,2.14,3.14,2.33,2.43,2.17,2.66,1.25,2,1.5,3,3.17,4.14,3.29,3.4,2.63,4.5,4,2.75,2.73,3.29,1.38,2.43,3.29,3.14,15,16.67,17.5,26.3,29.22,31.25,540,10,20,20,26,31.67,30,0,0,0.60736,-0.88483,-0.61852,-1.70164,-0.20041,-0.03731,0.38642,-0.83645,0.01562,-1.64288,-0.78964,0.57467
232,10,0,1,2,2,1,2,12,10,3,1,3,3,2,3,1,4,2,3,3,2,4,2,2,1,2,3,4,2,1,1,2,1,2,1,2,1,1,3,1,3,3,1,1,4,1,1,2,6,1,6,1,2,5,1,1,6,2,3,3,3,4,4,3,3,4,3,1,3,3,2,2,4,3,3,2,4,4,1,3,3,2,3,4,3,3,4,3,2,2,3,3,3,4,2,3,4,3,3,3,3,2,3,1,2,4,2,1,1,3,4,2,1,4,1,1,1,1,1,1,1,1,3,3,4,5,3,3,2,3,4,2,5,1,4,1,5,5,1,5,1,1,1,1,5,5,4,5,5,1,1,1,5,1,1,5,5,5,5,5,5,5,1,4,1,3,5,4,2,2,1,1,3,1,1,4,1,5,4,5,1,1,1,2,5,1,1,3,4,4,5,1,1,3,5,5,5,4,2,1,4,5,4,5,4,7,1,1,3,17,20,9,3,3,11,9,22,33,13,20,9,11,18,27,7,20,10,10,25,30,15,15,13,7,14,39,7,32,5,15,21,15,6,9,10,10,25,30,15,15,12,8,29,36,15,21,15,5,5,45,0,45,4,16,16,12,0,12,179,180,15,33.33,55,39.39,45,25.93,50,50,65,17.95,25,40,50,50,60,41.67,75,0,9.78,9,359,180,,2,4,1,3,2,3,1,3,3,4,2,1,3,9,4,4,2,2,36,6,5,10,1,1,5,5,5,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,1,4,5,4,1,5,3,2,5,3,2,4,5,2.13,2,2.45,2.19,8.5,5.33,3.83,2.57,2.29,2.86,3.33,2.71,3.17,2.97,1.58,2.29,1.88,4.71,4.5,4.29,4.57,4.52,3.5,4.17,4,3.25,3.55,3.86,1.5,3,4.71,3.43,9.2,9.78,10.63,8.1,9,9.75,387,7.67,9.33,12.33,7.67,9.33,10,0,0,-0.2187,0.88302,-0.02048,-1.50736,-0.40412,1.48484,0.26586,-0.099,-0.49959,-1.11196,1.04972,1.64059
233,10,0,1,1,1,2,2,1,3,2,3,3,3,3,2,1,2,2,2,4,3,3,4,2,3,3,4,3,3,2,1,1,2,2,4,3,4,2,2,3,3,2,4,4,2,3,3,2,3,3,2,1,1,6,1,1,1,4,4,2,3,2,4,2,4,1,3,1,1,3,3,2,3,3,4,1,4,2,2,3,3,3,2,1,3,3,4,1,1,4,1,1,2,4,4,3,4,2,3,3,2,4,2,3,3,4,3,3,2,4,4,4,2,3,3,3,4,2,4,3,2,1,1,1,4,3,2,3,3,1,3,3,4,5,5,5,4,4,1,3,5,4,3,5,1,5,5,4,4,4,3,2,5,5,3,3,5,4,4,4,5,5,1,4,4,5,5,2,3,3,3,3,2,3,3,5,1,3,3,4,4,4,4,2,2,2,4,5,5,4,3,5,5,4,1,3,3,4,5,2,2,2,4,1,1,1,7,1,5,15,20,15,5,10,8,12,16,24,4,20,2,18,22,6,4,2,5,15,20,15,5,10,2,18,19,6,1,5,1,19,21,3,2,1,3,17,21,9,4,5,5,15,21,15,6,9,5,15,20,15,5,10,3,17,17,9,0,9,180,72,25,33.33,40,16.67,10,66.67,25,33.33,10,16.67,5,66.67,15,44.44,25,40,25,33.33,4,4,252,72,,3,4,3,3,3,2,2,3,2,3,3,6,6,6,8,8,6,6,6,6,6,6,6,6,3,4,5,5,5,4,5,3,1,1,5,1,2,3,1,2,3,4,2,3,3,4,4,2,1,2,1,2,2,1,4,3,2.45,3.09,2.85,6.33,6.33,3.67,1.86,2.43,2.57,2.5,3.57,1.83,2.63,3.08,3.29,3.19,2.71,3.33,3.86,2.86,3.19,4,4.33,5,3.25,3.82,3,3.5,2.71,1.43,3.14,3.9,4,3.88,3.6,4,3.88,278,5,2.67,4.33,4.33,2.67,5,0,0,-2.3573,-0.62699,-0.97233,0.58137,-0.88292,0.10265,-2.30584,-0.79873,-0.42212,0.39786,-1.0521,0.11508
234,10,0,1,1,2,1,2,6,8,3,2,2,1,1,3,2,2,3,1,1,3,3,4,1,1,3,2,3,4,1,2,1,3,2,4,1,1,2,1,3,5,1,1,1,6,5,1,3,3,6,5,5,6,6,5,6,3,3,1,1,4,3,4,3,2,4,3,1,4,1,3,2,4,2,1,4,999,1,3,1,4,2,1,1,1,4,3,2,4,1,4,4,2,4,1,4,4,1,3,1,3,4,1,3,1,4,1,1,3,2,1,1,1,1,3,3,1,1,2,1,1,1,1,1,4,3,4,4,3,2,4,1,999,3,5,3,1,3,1,5,1,1,1,1,3,4,5,5,4,1,3,1,5,1,3,5,4,1,3,2,5,1,1,3,1,3,3,4,3,1,4,4,3,4,2,1,3,2,3,4,2,3,4,4,2,5,2,3,2,2,1,3,5,4,1,2,1,3,5,3,1,3,3,1,1,7,1,7,10,10,22,30,12,18,12,8,23,36,15,21,5,15,25,15,10,5,10,10,30,30,20,10,15,5,30,45,25,20,10,10,20,30,10,20,6,14,15,21,0,20,0,20,0,0,0,0,13,7,27,39,20,19,16,4,12,48,8,40,192,133,50,40,60,41.67,25,66.67,50,66.67,75,55.56,50,33.33,30,0,0,,65,51.28,9,12.44,325,133,,2,3,3,2,4,2,2,4,1,3,4,4,3,5,6,6,15,3,15,30,30,36,20,24,5,5,5,5,5,2,4,5,3,3,5,5,5,5,5,5,3,5,4,3,2,2,4,4,3,4,1,2,3,1,3,2,2,2.73,2.24,14.83,17.33,3.6,3.29,2.71,3.71,2,1.14,1.33,2.54,2.08,1.29,1.81,3.29,3.83,4.57,4.33,4.01,3.13,4.83,3,2.75,3,2.29,3.75,2.43,1.29,2.43,9.7,9,8.88,12,12.44,12.5,377,9,11.67,6.33,12.33,18.33,6.67,0,0,1.35416,-1.75624,-2.06977,0.07575,2.86704,0.20531,0.87998,-2.34148,2.86126,0.23513,-1.49979,0.63972
235,10,0,1,1,2,1,2,2,4,3,3,2,3,3,2,2,1,2,2,2,2,4,2,1,2,3,2,2,2,2,2,3,1,3,4,2,3,1,3,4,4,2,5,4,3,4,3,2,5,4,2,4,5,2,4,4,5,3,3,2,4,3,4,2,3,2,3,4,3,3,4,3,2,3,3,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,2,3,2,4,3,3,4,1,2,3,3,3,2,3,3,3,3,3,3,2,3,2,1,4,4,3,3,1,2,2,1,1,3,2,3,4,4,3,5,3,2,4,5,4,4,1,2,2,1,4,1,4,3,2,2,4,4,5,2,2,3,1,3,2,1,3,5,3,2,3,5,3,1,3,2,4,4,3,4,2,1,2,3,3,1,2,3,5,2,3,1,1,1,2,4,3,4,2,5,1,1,1,2,4,3,4,3,4,4,2,3,2,4,3,3,5,3,5,2,18,20,6,2,4,10,10,15,30,5,25,1,19,20,3,1,2,5,15,16,15,1,14,0,20,20,0,0,0,0,20,20,0,0,0,2,18,18,6,0,6,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,169,51,10,33.33,50,16.67,5,33.33,25,6.67,0,,0,,10,0,0,,0,,2.22,1,220,51,,2,3,4,3,3,3,1,4,3,4,2,2,8,8,15,12,8,6,10,8,8,10,8,8,4,5,5,3,4,2,3,2,2,5,5,5,2,3,4,4,3,5,3,2,3,4,2,2,4,5,4,2,2,2,4,2.63,2.45,2.73,2.6,9.5,8.67,3.17,2.71,3,3.14,2.83,2.86,2,2.82,2.5,3,2.69,2.86,2.67,3.43,4.71,3.42,2.88,4,4,2.5,2.82,2.43,1.75,3.57,2.86,2.86,2,2.22,2.25,0.9,1,0.88,240,4.33,1.67,0.67,2.67,0.33,0,0,0,-0.50801,-0.39652,-1.65493,0.26375,-0.00725,-1.28776,-0.80897,-1.58674,0.34331,0.00696,-0.75346,-1.12675
236,10,0,1,1,2,1,2,10,12,3,2,2,2,2,3,3,3,3,4,2,3,4,2,2,2,2,2,3,2,2,2,2,2,1,2,3,2,2,3,4,2,5,5,2,3,3,1,3,2,1,3,1,3,3,1,1,3,2,3,3,4,2,3,3,3,3,3,2,3,3,3,2,3,4,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,2,3,2,2,3,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,4,4,2,5,3,3,4,1,4,3,5,2,3,4,1,4,1,1,2,2,3,4,4,4,3,1,2,1,3,2,1,2,4,3,3,4,5,1,1,3,3,3,3,2,3,4,2,2,3,2,2,4,2,5,3,2,1,1,1,2,4,2,3,3,4,3,4,3,2,3,4,3,4,3,2,2,4,4,3,4,3,3,6,3,3,17,20,9,3,3,11,9,22,33,13,20,9,11,18,27,7,20,10,10,25,30,15,15,13,7,14,39,7,32,5,15,21,15,6,9,10,10,25,30,15,15,12,8,29,36,15,21,15,5,5,45,0,45,4,16,16,12,0,12,179,180,15,33.33,55,39.39,45,25.93,50,50,65,17.95,25,40,50,50,60,41.67,75,0,9.78,9,359,180,,2,2,2,2,1,2,1,3,3,3,2,4,20,10,15,6,9,3,6,3,3,9,4,4,5,5,5,5,4,4,3,5,3,4,5,5,5,4,4,5,4,5,2,3,4,4,2,3,3,3,4,3,3,4,4,2.25,2,2.09,2.11,9.5,5.83,3,3,2.14,3.14,3.17,2.29,3,2.82,1.83,2,1.88,3.43,4.33,4.57,4,4.08,2.38,4.67,3,2.75,2.45,3.57,1.63,3.29,3.86,3.29,9.2,9.78,10.63,8.1,9,9.75,387,7.67,9.33,12.33,7.67,9.33,10,0,0,0.16422,0.24047,-0.81152,-1.61276,-0.10599,1.00782,0.39906,-0.95357,-0.08149,-1.28397,0.38685,1.36998
237,10,0,1,1,2,1,2,18,20,4,3,3,3,2,4,1,1,2,1,4,1,4,2,1,2,3,3,3,4,3,3,3,1,2,3,4,3,1,3,2,1,1,3,3,3,3,2,2,3,3,2,1,2,2,1,2,3,3,4,2,3,4,3,4,3,3,3,2,3,4,2,3,4,4,2,3,3,2,2,2,3,2,2,4,2,3,3,4,3,1,3,3,1,4,3,4,4,1,2,2,3,3,2,2,3,3,3,2,2,1,3,1,2,2,1,4,3,1,3,1,1,1,2,3,5,1,4,1,4,2,4,2,5,4,3,1,5,5,1,4,2,1,4,3,1,5,3,4,2,999,2,1,4,1,4,5,4,1,1,3,5,1,1,3,3,4,4,3,4,2,2,2,4,5,2,3,4,5,3,1,1,1,1,2,5,1,1,3,4,2,3,3,5,3,2,5,2,3,,1,3,2,5,4,5,6,3,6,8,12,20,24,8,16,15,5,25,45,20,25,5,15,20,15,5,10,20,0,30,60,3,30,20,0,30,60,30,30,20,0,30,60,30,30,20,0,30,60,30,30,15,5,25,45,20,25,5,15,16,15,1,14,1,19,19,3,0,3,226,210,40,33.33,75,44.44,25,33.33,100,5,100,50,100,50,100,50,75,44.44,25,6.67,14.22,16.33,436,210,,1,4,4,3,4,4,1,4,1,4,2,4,2,1,9,9,6,4,6,6,2,4,4,8,5,5,5,4,3,2,4,4,2,5,5,4,5,2,3,999,4,5,3,2,1,4,1,5,3,4,1,3,3,6,5,2.63,2.73,3.18,2.84,4.83,5.33,3.33,2.86,2.86,3,3.67,2.14,2,2.84,2.08,2.43,2.25,2.71,4.2,3.14,4.29,3.59,3.13,4.5,4,2.75,2.73,3,1.25,3.71,3.14,3.86,12.9,14.22,15,14.7,16.33,17.38,458,9.33,20,13.33,11,21,17,0,0,-0.79646,1.0133,-1.73746,-1.46721,-0.86952,-1.38884,-0.8094,-1.67449,-0.43925,-1.62161,0.52272,-1.03073
238,10,0,1,1,2,1,1,21,23,4,1,2,2,1,3,4,2,3,3,2,3,4,1,4,1,2,1,3,4,1,2,1,1,2,3,1,1,3,4,3,3,2,6,4,2,4,3,2,3,2,2,3,4,3,2,1,5,2,3,2,3,4,4,3,2,2,3,1,3,3,3,2,4,4,3,4,4,2,4,2,4,4,2,4,2,4,3,2,3,3,3,3,1,4,3,3,4,2,3,3,2,2,2,3,1,2,1,3,2,2,3,2,2,2,1,2,2,1,1,3,3,4,2,2,4,4,2,4,5,1,3,4,5,4,5,1,2,2,1,5,1,4,1,1,5,4,4,5,2,1,4,1,5,5,3,3,4,2,3,2,5,3,4,2,3,5,4,2,4,5,4,5,5,5,2,2,3,5,2,5,5,5,5,2,1,5,2,3,5,1,2,2,2,2,5,4,3,2,4,2,4,5,4,2,999,5,3,6,5,15,23,15,8,7,12,8,33,36,25,11,20,0,40,60,40,20,10,10,30,30,20,10,18,2,37,54,35,19,13,17,32,39,25,14,10,10,28,30,18,12,2,18,22,6,4,2,19,1,11,57,10,47,1,19,19,3,0,3,256,142,25,53.33,60,69.44,100,66.67,50,66.67,90,64.81,65,64.1,50,60,10,66.67,95,17.54,12.11,20.56,398,142,,1,1,3,2,2,2,1,1,1,2,1,2,6,6,12,8,8,6,6,4,9,12,4,2,3,3,2,4,4,4,5,2,2,5,5,5,2,5,5,5,2,5,4,2,1,4,5,4,3,5,4,4,4,2,4,1.75,1.64,1.45,1.61,7.5,6.33,3.67,3.14,2.57,3.14,3.33,2.57,1.83,2.89,1.83,1.86,1.88,3.57,3.33,3.86,5,3.94,4,3.33,4.5,2.25,3.73,3,4.88,3.86,3.5,3.71,11,12.11,13,18.5,20.56,22.13,420,12.33,13.67,10.33,24.33,26.67,10.67,0,0,0.54578,-0.44945,-1.68782,1.65449,0.44258,1.16965,0.68927,-1.6378,0.20202,1.9546,-0.18515,0.85705
239,10,0,1,2,2,1,2,3,1,3,2,2,2,2,2,2,4,4,4,1,2,3,1,2,1,2,2,3,2,1,2,2,3,2,2,1,2,3,4,3,4,5,4,5,3,4,4,2,4,3,2,4,1,4,5,5,5,2,3,2,4,2,4,4,3,1,2,2,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,2,3,3,4,4,2,3,3,3,2,3,2,3,2,1,1,1,1,2,1,1,3,1,4,2,1,1,2,1,1,1,2,5,3,5,5,3,4,2,1,5,3,4,3,1,4,1,4,1,1,1,1,5,4,5,3,1,1,1,1,1,1,1,5,3,2,2,5,3,1,1,3,1,1,4,5,1,3,1,3,5,3,4,2,4,5,3,3,1,3,4,2,1,1,2,2,5,2,4,3,2,3,3,4,3,2,4,1,5,5,5,2,2,4,7,4,5,15,20,15,5,10,8,12,16,24,4,20,2,18,22,6,4,2,5,15,20,15,5,10,2,18,19,6,1,5,1,19,21,3,2,1,3,17,21,9,4,5,5,15,21,15,6,9,5,15,20,15,5,10,3,17,17,9,0,9,180,72,25,33.33,40,16.67,10,66.67,25,33.33,10,16.67,5,66.67,15,44.44,25,40,25,33.33,4,4,252,72,,2,3,1,1,1,3,2,3,3,2,1,2,15,20,12,15,8,8,8,6,16,4,10,10,4,5,5,5,4,1,2,5,3,3,5,5,5,5,5,5,5,5,1,5,3,4,5,4,4,4,4,3,4,2,5,2,1.82,1.91,1.91,11.5,10.5,3.33,2.71,2.14,3.29,3.17,2.71,2.5,2.84,1.58,1.86,1.69,2.86,3.5,4.86,4,3.8,2,4.67,2.5,3.5,1.91,3.29,2.63,4.43,3,4.14,3.9,4,3.88,3.6,4,3.88,278,5,2.67,4.33,4.33,2.67,5,0,0,0.1917,0.11565,-1.6121,-0.25738,0.99327,1.1242,0.40231,-1.68698,0.89915,0.10156,0.27101,1.22259
240,10,0,1,2,1,3,2,8,6,3,3,1,2,2,4,2,3,2,1,3,3,3,2,4,2,3,1,3,4,3,2,4,2,1,3,3,2,3,1,4,2,3,5,4,2,3,1,3,4,2,2,1,1,3,1,1,5,3,4,4,4,3,3,3,3,2,3,4,3,3,2,3,4,4,3,4,3,4,2,4,3,2,2,2,3,4,3,3,4,3,4,3,3,4,3,3,4,3,4,3,3,4,3,2,3,2,1,1,2,3,2,2,1,4,1,3,3,1,1,3,1,1,3,1,4,4,2,4,4,4,3,3,4,5,2,2,4,3,2,4,1,3,3,2,2,4,3,5,2,1,3,1,4,2,2,3,4,3,2,4,1,2,2,1,1,3,3,5,2,3,3,4,3,2,2,4,2,3,4,3,1,1,2,4,3,2,4,5,2,2,3,3,2,3,2,3,4,4,1,2,4,3,4,3,4,5,4,6,10,10,22,30,12,18,12,8,23,36,15,21,5,15,25,15,10,5,10,10,30,30,20,10,15,5,30,45,25,20,10,10,20,30,10,20,6,14,15,21,0,20,0,20,0,0,0,0,13,7,27,39,20,19,16,4,12,48,8,40,192,133,50,40,60,41.67,25,66.67,50,66.67,75,55.56,50,33.33,30,0,0,,65,51.28,9,12.44,325,133,,2,3,2,3,4,2,2,1,1,2,4,2,12,6,10,8,9,3,8,4,3,3,2,2,3,5,5,3,5,4,2,3,1,4,4,5,3,3,4,5,3,5,2,4,4,2,3,2,1,4,4,3,2,5,4,2.5,2.55,2.18,2.41,7.33,4.33,3.33,3.29,3.14,3.29,3.33,3.14,3,3.22,1.83,2.43,2,2.86,3.67,3.14,4.29,3.49,2.5,4.17,3,2.75,2.45,3.43,2.38,2.14,3.57,3.29,9.7,9,8.88,12,12.44,12.5,377,9,11.67,6.33,12.33,18.33,6.67,0,0,0.29037,0.36039,-0.12503,-0.09021,-0.89553,-1.50718,0.08268,-0.05576,-0.75994,-0.35437,0.14539,-1.48715
